CO2 Rise Directly Impairs Crop Nutritional Quality,,,,,,,,,,,,,,,,,,,
Data S3: Bootstrapping Results, see Data S4 for details,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"By S.F. ter Haar*, P.M. van Bodegom, and L. Scherer",,,,,,,,,,,,,,,,,,,
"Institute of Environmental Sciences (CML), Leiden University, Leiden, The Netherlands",,,,,,,,,,,,,,,,,,,
*email: s.f.ter.haar@cml.leidenuniv.nl,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
mean,2.5,97.5,power,p-value,m,class,studytype,plottype,element,c3c4,tissue,Family,Genus,Common Name,Species,Cultivar,2.50%,mean%,97.50%
-0.0623,-0.0804,-0.0443,0.0634,0,4,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,N proxy,C3,AG,Asteraceae,Lactuca,,sativa,Mantilla,-7.7253,-6.0399,-4.3333
-0.0338,-0.0442,-0.0236,0.0634,0,4,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,P,C3,AG,Asteraceae,Lactuca,,sativa,Mantilla,-4.3237,-3.3235,-2.3324
0.0337,0.0037,0.0649,0.0551,0.024,18,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,B,C3,AG,Asteraceae,Lactuca,,sativa,Oak Leaf,0.3707,3.4274,6.7052
-0.0021,-0.0059,0.0021,0.0533,0.3083,18,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,C,C3,AG,Asteraceae,Lactuca,,sativa,Oak Leaf,-0.5883,-0.2098,0.2102
0.035,0.0182,0.053,0.0606,0.0001,18,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Ca,C3,AG,Asteraceae,Lactuca,,sativa,Oak Leaf,1.8367,3.562,5.443
0.0901,0.0771,0.1031,0.047,0,18,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Cu,C3,AG,Asteraceae,Lactuca,,sativa,Oak Leaf,8.015,9.4284,10.8602
-0.1583,-0.2043,-0.1119,0.0598,0,18,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Fe,C3,AG,Asteraceae,Lactuca,,sativa,Oak Leaf,-18.4782,-14.6406,-10.5866
0.0411,0.0351,0.0469,0.0495,0,18,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,K,C3,AG,Asteraceae,Lactuca,,sativa,Oak Leaf,3.5723,4.1956,4.8017
-0.0536,-0.0715,-0.0364,0.067,0,18,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Mg,C3,AG,Asteraceae,Lactuca,,sativa,Oak Leaf,-6.9004,-5.2189,-3.5745
0.034,-0.0301,0.097,0.0575,0.248,18,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Mn,C3,AG,Asteraceae,Lactuca,,sativa,Oak Leaf,-2.9652,3.4585,10.186
-0.0056,-0.0108,-0.0005,0.0496,0.0214,18,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,N,C3,AG,Asteraceae,Lactuca,,sativa,Oak Leaf,-1.0742,-0.5584,-0.05
-0.0055,-0.0108,-0.0004,0.0521,0.0251,18,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,N proxy,C3,AG,Asteraceae,Lactuca,,sativa,Oak Leaf,-1.0742,-0.5485,-0.04
-0.1769,-0.2042,-0.147,0.0556,0,18,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Na,C3,AG,Asteraceae,Lactuca,,sativa,Oak Leaf,-18.4701,-16.2136,-13.6706
-0.0104,-0.0146,-0.0059,0.0678,0,18,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,P,C3,AG,Asteraceae,Lactuca,,sativa,Oak Leaf,-1.4494,-1.0346,-0.5883
0.0428,0.0079,0.08,0.0516,0.0189,18,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Zn,C3,AG,Asteraceae,Lactuca,,sativa,Oak Leaf,0.7931,4.3729,8.3287
-0.0087,-0.0108,-0.0061,1,0,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,B,C3,AG,Asteraceae,Lactuca,,sativa,Rex,-1.0742,-0.8662,-0.6081
-0.0197,-0.028,-0.0122,1,0,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Ca,C3,AG,Asteraceae,Lactuca,,sativa,Rex,-2.7612,-1.9507,-1.2126
0.0045,-0.0067,0.0156,1,0.4408,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Cu,C3,AG,Asteraceae,Lactuca,,sativa,Rex,-0.6678,0.451,1.5722
-0.0541,-0.0974,-0.011,0.6123,0.0129,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Fe,C3,AG,Asteraceae,Lactuca,,sativa,Rex,-9.2807,-5.2663,-1.094
-0.029,-0.0337,-0.0239,1,0,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,K,C3,AG,Asteraceae,Lactuca,,sativa,Rex,-3.3138,-2.8584,-2.3617
0.0087,0.0063,0.0111,1,0,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Mg,C3,AG,Asteraceae,Lactuca,,sativa,Rex,0.632,0.8738,1.1162
-0.0031,-0.0138,0.0075,1,0.5824,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Mn,C3,AG,Asteraceae,Lactuca,,sativa,Rex,-1.3705,-0.3095,0.7528
-0.0507,-0.0594,-0.0422,1,0,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,N,C3,AG,Asteraceae,Lactuca,,sativa,Rex,-5.767,-4.9436,-4.1322
-0.0507,-0.059,-0.0425,1,0,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,N proxy,C3,AG,Asteraceae,Lactuca,,sativa,Rex,-5.7293,-4.9436,-4.161
-0.0171,-0.0215,-0.0124,1,0,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,P,C3,AG,Asteraceae,Lactuca,,sativa,Rex,-2.1271,-1.6955,-1.2323
-0.0468,-0.0558,-0.0375,1,0,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,S,C3,AG,Asteraceae,Lactuca,,sativa,Rex,-5.4272,-4.5722,-3.6806
-0.0404,-0.0501,-0.0313,1,0,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Zn,C3,AG,Asteraceae,Lactuca,,sativa,Rex,-4.8866,-3.9595,-3.0815
-0.0158,-0.0166,-0.0151,1,0,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,B,C3,AG,Asteraceae,Lactuca,,sativa,Rouxai,-1.6463,-1.5676,-1.4987
0.016,0.0117,0.0199,1,0,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Ca,C3,AG,Asteraceae,Lactuca,,sativa,Rouxai,1.1769,1.6129,2.0099
-0.0059,-0.0123,0,1,0.0588,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Cu,C3,AG,Asteraceae,Lactuca,,sativa,Rouxai,-1.2225,-0.5883,0
-0.043,-0.0459,-0.0402,1,0,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Fe,C3,AG,Asteraceae,Lactuca,,sativa,Rouxai,-4.4863,-4.2089,-3.9403
-0.011,-0.0129,-0.009,1,0,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,K,C3,AG,Asteraceae,Lactuca,,sativa,Rouxai,-1.2817,-1.094,-0.896
0.0477,0.039,0.0567,1,0,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Mg,C3,AG,Asteraceae,Lactuca,,sativa,Rouxai,3.977,4.8856,5.8338
-0.0362,-0.0408,-0.0313,1,0,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Mn,C3,AG,Asteraceae,Lactuca,,sativa,Rouxai,-3.9979,-3.5553,-3.0815
-0.0463,-0.0511,-0.0415,1,0,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,N,C3,AG,Asteraceae,Lactuca,,sativa,Rouxai,-4.9816,-4.5245,-4.0651
-0.0462,-0.0511,-0.0416,1,0,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,N proxy,C3,AG,Asteraceae,Lactuca,,sativa,Rouxai,-4.9816,-4.5149,-4.0747
0.0042,-0.0036,0.0127,1,0.314,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,P,C3,AG,Asteraceae,Lactuca,,sativa,Rouxai,-0.3594,0.4209,1.2781
0.0511,0.0385,0.0648,1,0,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,S,C3,AG,Asteraceae,Lactuca,,sativa,Rouxai,3.9251,5.2428,6.6946
-0.0187,-0.0196,-0.018,1,0,36,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Zn,C3,AG,Asteraceae,Lactuca,,sativa,Rouxai,-1.9409,-1.8526,-1.7839
-0.2111,-0.3929,-0.0297,0.0386,0.0073,8,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,C,C3,BG,Brassicaceae,Raphanus,,sativus,Cherry Belle,-32.4904,-19.0307,-2.9263
-0.0998,-0.1093,-0.0905,0.0396,0,8,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Ca,C3,BG,Brassicaceae,Raphanus,,sativus,Cherry Belle,-10.3539,-9.4982,-8.6526
-0.0408,-0.0417,-0.04,0.0415,0,8,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,K,C3,BG,Brassicaceae,Raphanus,,sativus,Cherry Belle,-4.0843,-3.9979,-3.9211
-0.1218,-0.1239,-0.1197,0.0382,0,8,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,Mg,C3,BG,Brassicaceae,Raphanus,,sativus,Cherry Belle,-11.6532,-11.4675,-11.2813
-0.0659,-0.069,-0.0628,0.0436,0,8,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,N,C3,BG,Brassicaceae,Raphanus,,sativus,Cherry Belle,-6.6673,-6.3776,-6.0869
-0.0659,-0.069,-0.0628,0.0391,0,8,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,N proxy,C3,BG,Brassicaceae,Raphanus,,sativus,Cherry Belle,-6.6673,-6.3776,-6.0869
-0.0774,-0.0808,-0.074,0.0371,0,8,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,P,C3,BG,Brassicaceae,Raphanus,,sativus,Cherry Belle,-7.7622,-7.448,-7.1328
-0.123,-0.1675,-0.0788,0.0381,0,8,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,chamber,pot,S,C3,BG,Brassicaceae,Raphanus,,sativus,Cherry Belle,-15.4223,-11.5736,-7.5775
0.0493,-0.0046,0.1048,0.0771,0.0979,4,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Ca,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinmei 3,-0.4589,5.0535,11.0488
-0.0333,-0.0507,-0.0149,0.0389,0,4,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Cu,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinmei 3,-4.9436,-3.2752,-1.479
-0.0686,-0.082,-0.0505,0.0382,0,4,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Fe,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinmei 3,-7.8728,-6.63,-4.9246
0.0068,-0.0139,0.028,0.0762,0.5079,4,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,K,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinmei 3,-1.3804,0.6823,2.8396
0.0231,-0.0002,0.0458,0.0562,0.053,4,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Mg,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinmei 3,-0.02,2.3369,4.6865
0.0059,-0.021,0.0284,0.0747,0.6148,4,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Mn,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinmei 3,-2.0781,0.5917,2.8807
-0.0751,-0.0994,-0.0506,0.0705,0,4,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Mo,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinmei 3,-9.462,-7.2349,-4.9341
-0.0504,-0.0672,-0.0334,0.0438,0,4,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,N,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinmei 3,-6.4992,-4.9151,-3.2848
-0.0503,-0.0672,-0.0334,0.0424,0,4,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,N proxy,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinmei 3,-6.4992,-4.9056,-3.2848
0.0153,0.0064,0.0246,0.0759,0,4,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Na,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinmei 3,0.6421,1.5418,2.4905
-0.0015,-0.0164,0.013,0.0857,0.8287,4,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,P,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinmei 3,-1.6266,-0.1499,1.3085
-0.0072,-0.028,0.0134,0.0714,0.3686,4,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,S,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinmei 3,-2.7612,-0.7174,1.349
0.0136,-0.0498,0.0761,0.0861,0.6246,4,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Zn,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinmei 3,-4.858,1.3693,7.907
0.3657,0.0211,1.0361,0.0392,0.0392,3,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Ca,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinyou 38,2.1324,44.1523,181.8205
-0.0794,-0.1469,-0.0073,0.0358,0,3,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Fe,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinyou 38,-13.662,-7.633,-0.7273
0.0361,-0.034,0.1617,0.0344,0.5515,3,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,K,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinyou 38,-3.3428,3.676,17.5508
0.0609,-0.0271,0.2364,0.0336,0.567,3,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Mg,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinyou 38,-2.6736,6.2793,26.6681
-0.0056,-0.0437,0.0167,0.1455,0.5573,3,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Mn,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinyou 38,-4.2759,-0.5584,1.684
-0.0491,-0.0575,-0.0407,0.2519,0,2,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,N proxy,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinyou 38,-5.5878,-4.7914,-3.9883
-0.0211,-0.0647,0.0484,0.0374,0.5597,3,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Na,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinyou 38,-6.2651,-2.0879,4.959
0.0504,-0.0157,0.1766,0.0385,0.551,3,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,P,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinyou 38,-1.5577,5.1692,19.3154
-0.0074,-0.0111,-0.0032,0.0361,0,3,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,S,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinyou 38,-1.1039,-0.7373,-0.3195
-0.0883,-0.1641,-0.0369,0.0394,0,3,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Zn,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinyou 38,-15.1343,-8.4514,-3.6227
-0.0492,-0.0575,-0.0407,0.2446,0,2,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,protein,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Jinyou 38,-5.5878,-4.8009,-3.9883
-0.0504,-0.0519,-0.0489,0.0913,0,12,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,greenhouse,pot,Ca,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Marumba,-5.0576,-4.9151,-4.7724
-0.0473,-0.0741,-0.0207,0.0861,0.0005,12,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,greenhouse,pot,K,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Marumba,-7.1421,-4.6199,-2.0487
-0.0711,-0.0776,-0.0646,0.0944,0,12,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,greenhouse,pot,Mg,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Marumba,-7.4666,-6.8631,-6.2558
-0.0134,-0.0241,-0.0027,0.0937,0.0417,12,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,greenhouse,pot,N,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Marumba,-2.3812,-1.3311,-0.2696
-0.0133,-0.0241,-0.0027,0.0986,0.0429,12,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,greenhouse,pot,N proxy,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Marumba,-2.3812,-1.3212,-0.2696
-0.059,-0.0712,-0.0469,0.0931,0,12,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,greenhouse,pot,P,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Marumba,-6.8724,-5.7293,-4.5817
-0.0873,-0.1346,-0.0397,0.1205,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Ca,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 02266,-12.5935,-8.3598,-3.8922
-0.1186,-0.1189,-0.1182,0.1218,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Cu,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 02266,-11.2103,-11.1837,-11.1482
-0.0068,-0.0259,0.0122,0.1275,0.6809,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Fe,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 02266,-2.5567,-0.6777,1.2275
-0.0076,-0.0199,0.0044,0.1309,0.2213,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Mn,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 02266,-1.9703,-0.7571,0.441
-0.114,-0.1357,-0.092,0.1226,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,N proxy,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 02266,-12.6895,-10.7742,-8.7895
0.0617,0.0057,0.1176,0.1233,0.0309,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Zn,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 02266,0.5716,6.3643,12.4794
-0.114,-0.1357,-0.092,0.1267,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,protein,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 02266,-12.6895,-10.7742,-8.7895
-0.2072,-0.2761,-0.1384,0.1278,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Ca,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03042,-24.1263,-18.7143,-12.925
-0.1134,-0.127,-0.0995,0.1257,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Cu,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03042,-11.9266,-10.7207,-9.471
-0.0336,-0.0424,-0.0247,0.1219,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Fe,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03042,-4.1514,-3.3042,-2.4397
-0.0957,-0.1333,-0.0581,0.1183,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Mn,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03042,-12.4798,-9.1263,-5.6444
-0.0034,-0.024,0.0175,0.1303,0.6973,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,N proxy,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03042,-2.3714,-0.3394,1.7654
-0.0545,-0.0603,-0.0487,0.1258,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Zn,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03042,-5.8518,-5.3041,-4.7533
-0.0034,-0.024,0.0175,0.1233,0.6884,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,protein,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03042,-2.3714,-0.3394,1.7654
-0.0921,-0.2064,0.0234,0.1264,0.2195,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Ca,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03043,-18.6492,-8.7986,2.3676
-0.1949,-0.2106,-0.1793,0.1296,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Cu,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03043,-18.9902,-17.7083,-16.4145
0.0404,0.0258,0.0549,0.1196,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Fe,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03043,2.6136,4.1227,5.6435
0.0013,-0.0136,0.016,0.1265,0.6915,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Mn,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03043,-1.3508,0.1301,1.6129
-0.0243,-0.0364,-0.0125,0.1273,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,N proxy,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03043,-3.5745,-2.4007,-1.2422
-0.0263,-0.0482,-0.0046,0.127,0.0303,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Zn,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03043,-4.7057,-2.5957,-0.4589
-0.0245,-0.0364,-0.0125,0.1234,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,protein,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03043,-3.5745,-2.4202,-1.2422
-0.3407,-0.4783,-0.2003,0.1177,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Ca,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 16688,-38.0164,-28.8728,-18.1515
-0.223,-0.2579,-0.1886,0.1289,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Cu,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 16688,-22.7328,-19.9885,-17.1882
-0.0799,-0.1079,-0.0521,0.1278,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Fe,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 16688,-10.2283,-7.6791,-5.0766
-0.0903,-0.1379,-0.0441,0.1319,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Mn,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 16688,-12.8814,-8.6343,-4.3142
-0.077,-0.1038,-0.0503,0.1199,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,N proxy,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 16688,-9.8594,-7.411,-4.9056
-0.0979,-0.1178,-0.0774,0.1213,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,Zn,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 16688,-11.1126,-9.326,-7.448
-0.077,-0.1038,-0.0503,0.1267,0,6,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,OTC,pot,protein,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 16688,-9.8594,-7.411,-4.9056
-0.121,-0.162,-0.0797,0.0605,0,10,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,FACE,field,B,C3,reproductive,Fabaceae,Glycine,,max,Clark,-14.9559,-11.3966,-7.6607
-0.033,-0.0459,-0.0233,0.0796,0,10,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,FACE,field,Ca,C3,reproductive,Fabaceae,Glycine,,max,Clark,-4.4863,-3.2461,-2.3031
-0.0244,-0.0541,0.005,0.0709,0.1253,10,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,FACE,field,Cu,C3,reproductive,Fabaceae,Glycine,,max,Clark,-5.2663,-2.4105,0.5013
-0.0285,-0.0504,-0.0132,0.1136,0.0063,10,c3c4+Family+Genus+Species+Cultivar+element+plottype+tissueAgg+studytype,FACE,field,Fe,C3,reproductive,Fabaceae,Glycine,,max,Clark,-4.9151,-2.8098,-1.3113
